App Name,description_short,extracted_short_desc
com.oky,Oky is for girls (age 10+) to learn about menstruation and track their periods!," Oky is a fun, educational app for girls (age 10+) to track periods, predict cycles, and learn health tips.\n\nSummarized Description:\nOky is a mobile application designed for girls aged 10 and above, aiming to empower them in managing their periods and overall well-being. The app offers features to track menstrual cycles and moods, receive personalized predictions, and access trustworthy information and tips for maintaining good health and happiness. By using Oky, girls can gain better understanding and control over their bodies, making periods less stressful."
com.redcanoe.mobilebanking,Try the new Android App for Red Canoe Credit Union!," Bank on the go with Red Canoe!\n\nSummary: Access your Red Canoe Credit Union accounts with this mobile banking app, including balances, transfers, bill pay, mobile deposit, and branch locations. It's free, secure, and easy to use."""
com.tz.happybirthdayframes,Wish your friends and family members with these HD birthday photo frames.," Happy Birthday Photo Frames\n\nSummary: This free app offers HD photo frames for birthdays, with easy offline/online use, image selection from camera/gallery, zoom/scale options, and social sharing."
com.viatom.newazur,Check Mobile is an personal health application that used with VIATOM devices., Connect to VIATOM health monitor\n\nSummary: This app connects to VIATOM health monitor devices via Bluetooth to download and review data. Note: data is not intended for medical purposes.
com.isynapse.bplightstick,This is BLACKPINK LIGHT STICK APP for using BLACKPINK LIGHTSTICK v2," Connect BLACKPINK Light Stick v2 to your smartphone via Bluetooth for an enhanced concert experience. Requires storage, location, and BLE access."
com.pushpress.memberportal,For gym members to reserve their place in a class and account management.," Reserve gym classes, sign up for events, and manage account\n\nSummary: This app is designed for gym members to easily reserve their place in a class, sign up for gym events, purchase product pre-orders, and manage their account by updating their headshot and credit card on file."
com.spyspotgps.SpySpotGPS,SpySpotGPS tracking portal app allows you to access your GPS tracker on the go.," Track your Spy Spot GPS on the go\n\nSummary: The SpySpotGPS app provides easy access to your Spy Spot GPS Tracker, allowing you to view and track your location, receive event reports, set alerts, and more."
navy.bubbleshooter.pandabubble,Tap tap your finger in bubble. Get fun and addictive in bubble shooter game!," Play 300+ challenging puzzles in the addictive bubble shooter game, Bubble Shooter Panda!"""
com.nagwa.connect.students,Join your online sessions using Nagwa Connect for Students.," Engage with educators in real-time interactive sessions using Nagwa Connect for Students. View digital whiteboard, ask questions via live chat.\n\nLong Description: Nagwa Connect for Students is a real-time interactive application that allows students to engage with their educators for a better learning experience. Sign in with your Nagwa Portals student account, view and listen to your educator’s explanation in real time through the digital whiteboard, and interact and ask your educator questions through live chat. Download now and connect with your educators for a one-of-a-kind learning experience!"
com.hudl.fanexperience,"Teams, scores, streams & more."," Stay Updated with School Sports\n\nSummary: This app provides scores, schedules, highlights, livestreams, tickets, and more for schools, clubs, athletes, and teams, making it easy to support and stay informed about your favorite teams."
com.fishann07.wificonnectwps,This App is a beta utility for test & Analyze Authorized Networks only.," Analyze & test authorized WiFi networks with WPS protocol, secure your WiFi."
com.microdev.what_type_of_princess_are_you,Take this cool personality test to find out which princess are you.," Which princess are you?\n\nSummary: Discover your inner princess with this easy and fun quiz game. Answer 10 simple questions about your personality and find out which princess you are. With multiple quizzes and regular updates, there's always something new to explore."""
mobi.stocknow.app,Dhaka Stock Exchange DSE at Your Fingertips. Explore BD's Share Bazar Excellence," Stay updated on Dhaka Stock Exchange prices with StockNow. Monitor stocks, set alarms, manage portfolios, and access trading info.\n\nSummarized Description: StockNow is a comprehensive app for monitoring the latest share bazar prices from the Dhaka Stock Exchange in Bangladesh. It offers features such as stock alarms, portfolio management tools, fundamental stock details, interactive charts, and a favorites list for personalized tracking. Additionally, it provides trading information and keeps users informed about upcoming events, making it a versatile platform for staying updated on the stock market trends in Bangladesh."
air.com.games4king.NewBestEscapeGameEggDoor,New Best Escape Game-Egg Door is another point and click room escape game," Escape the Fantasy Hut\n\nSummary: Get trapped in a beautiful and vast Fantasy Hut, solve attractive puzzles to collect necessary items and escape."
com.djy.incise.global,"Cutting optimization for aluminum, steel, wood, glass, sheet, plate, plywood"," Mio Cut Optimize\n\nSummary: Mio Cut Optimize is a cutting optimization software for Android, supporting linear, glass, and sheet cutting optimization with features like material nesting, 45° angle cutting, texture recognition, and kerf thickness setting."
com.altairapps.velib,Application to view detailed information about Velib bike share service in Paris," Discover Paris on two wheels with this unofficial Velib bike rental app, featuring a map of station locations & bike availability, timer, and search engine."
sendmoneypacific.org.app,Compare the fees & foreign exchange rates of different money transfer companies.," Compare money transfer fees & rates\n\nSummary: SendMoneyPacific is a free app that allows users to compare fees and foreign exchange rates for money transfers to Pacific island nations, helping them save money and make informed decisions."
com.amanotes.pamacitygangster3d,Gang beasts? Gang Clash? Gun gang? Let's beat em up!🤜Punch & Brawl Their Skull!," Fight your way through the city as a one-punch man in Clash Gang: Epic Beat Em.\n\nLong Description: In Clash Gang: Epic Beat Em, become a one-punch man and fight your way through the city to defeat all enemy city fighters. Combining running and fighting with top hit music, this game is easy to play and offers multiple weapons, items, and characters to collect. From Amanotes, the top music games publisher in the world, Clash Gang: Epic Beat Em is perfect for"
com.aluta.roomies,Audio Social App for interacting with users and holding audio discussions," Schedule audio events and join lively discussions with Roomies, the audio social app."
smartcentre.ranat_angham_ringtone_arabe,Enjoy listening to new 2021 sounds for your mobile," Discover and set 120+ new 2021 ringtones, alarms, and notifications with an easy-to-use app. No internet needed."
com.myjps.android,"MyJPS Mobile app to view account info, pay your bills, and track outages."," Manage your JPS account on-the-go with MyJPS Mobile - request services, view bills, make payments, and more!"
com.tempogames.tempest,This is a COMPANION APP to the Tempest Clock (sold separately)., Tempest Game Clock Companion App - Pair with the Tempest Game Clock for tournament-style timing on your Android phone. Disables phone functionality during rated games.
com.epson.port,You can use Epson Cloud Solution PORT by the smart devices.," Monitor and manage your Epson printers from anywhere with Epson Cloud Solution.\n\nLong Description: Epson Cloud Solution for mobile lets you monitor and manage your Epson printers from anywhere using a secure cloud-based platform. Check the number of printed jobs, printed area, printer operation rate, and errors in real time. Generate reports for specific time periods and view them graphically. Easily share screenshots with others via email or other sharing applications. Minimize downtime with quick troubleshooting, even when you're on the go"""
com.pandats.fxpesa,Install FXpesa Trader on your mobile and get full access to the global markets.," Trade Forex, Commodities, and Indices on the go\n\nSummary: FXpesa Trader is a mobile trading platform that allows you to manage your account and trade multiple asset classes with easy-to-use technical indicators and drawing tools. It also offers a demo account for practice."
com.golaapps.noten,Don't let the balls reach 10!,
mexem.app,Trade with your mobile on the app based version of the Mexem Global Trading.," Trade stocks, options, futures, currencies & more on the go\n\nSummary: Mexem Global Trading's app offers real-time streaming quotes, charts, market scanners, alerts, and secure login to trade stocks, options, futures, forex worldwide with IB's SmartRouting technology."""
diy.com.station.tool.app,Shop Tools & DIY | Compare ALL Stores with JUST 1 CLICK | BEST Price Guaranteed," Compare DIY retailers' prices with one click; find the best deals on power tools, hardware, and garden products."""
air.com.pearsoned.poptropica,"Customize your character, adopt pets, and play with friends!","\nExplore, customize, and compete in the virtual world of Poptropica, filled with exciting quests by Jeff Kinney, Diary of a Wimpy Kid author."
se.posten.riktigavykort,"Send postcards to everyone in the world, directly to the recipient's mailbox!"," Send real postcards worldwide with Postcards app. Select photo, customize front & back, pay, and PostNord prints & delivers."
com.eschedule.mobilecoderz,"Powerful, easy-to-use mobile workforce management"," Manage your work schedule, clock in/out, and receive notifications with eSchedule Mobile. Perfect for public safety, government, and healthcare organizations.\n\nLong Description: The eSchedule Mobile App is a powerful workforce management solution designed for public safety, government, and healthcare organizations. Version 2 offers new scheduling, timekeeping, and messaging features. View your schedule, bid on open shifts, initiate and approve swaps and covers, clock in and out, view your timecard and PTO balances, and request time off. Receive notifications for open shifts, shift swaps"
eu.blebox.wBox,Smart home in your pocket, Control home appliances with wBox devices using the wBox app. Manage devices from anywhere.
edu.rwu.mobile,Always keep Roger Williams University close at hand with our new mobile app.," Stay connected to RWU with campus news, events, sports schedules, and grades. Navigate campus with the map feature."
aa.co.uk,The new credit card app from the AA helps you to manage your money securely.," Monitor spending, search transactions, and manage card security with the AA Credit Card app."
com.fortum.skellefteakraft,Skellefteå Kraft app for charging your electric vehicle., Charge your EV with Skellefteå Kraft\n\nSummary: Skellefteå Kraft is an app that helps you find charging stations for your electric vehicle and start and pay for the charging with your own account.
nl.stersoftware.qwixx,Qwixx Scoresheet,
in.remotify.www.intexhometheaterremotecontrol,It allows to control INTEX Home Theatre with your smart phone.," Control your Intex Home Theatre System with this user-friendly app, designed for phones with infrared sensors."
com.qualityapps.blocker.fiveg,Feel more comfortable and healthy with this next gen 5G frequency blocker!, Feel safer from 5G with entertaining 5G Blocker PLUS!
com.sonic.baldi.hedgehog.granny.horror.scary.game.baldisonicgranny,welcome to sonic baldi granny horror scary game grandma is survival basics game," Escape from Sonic Baldi Granny's Horror House\n\nSummary: Sonic Baldi Granny Horror is a survival game where you must find an escape route from the scary house and creepy mansion within 5 days. Avoid being heard by Granny, who has excellent hearing, and watch out for other characters like Squid, Hedgehog, and Grandpa. Experience the horror with different characters in upcoming versions."""
com.infinity.studio.fruit3D.smasher,Battle like ninja warrior & save yourself from knives while you POP the Fruits., Smash 3D fruits to save your life or beat the clock in 3D Fruit Blast! Test your alertness and fast smashing skills in Classic or Time mode. Compete with friends for the highest score.
com.chatrmobile.mychatrapp,My chatr app is the easiest way to quickly manage your account at any time.," Manage your chatr account, monitor usage, and top up with ease."
com.catinthebox.dnsspeedtest,Find the fastest DNS server for your phone or network," Find the fastest DNS server!\n\nSummary: Compare popular DNS servers by displaying query speed, add custom servers, and view a line chart to see repeatability of each server, improving webpage loading times, adblocking, privacy, and unlocking blocked content."
com.argonremote.launchonboot,Manage a list of apps to open automatically at startup," Manage startup apps with ease, no root required.\n\nReference(s):\n<b>TUTORIALS</b><br>https://youtube.com/playlist?list=PLUskUU-NvGqjXl4yDvHkQj9ssV1BMySMm<br><br><b>T"
com.alwaysgain.messenger,"Why ""Always gain Advisory service"" is that the Best Intraday Stock Tips Provider"," Get real, high-accuracy stock tips with transparency & fast delivery\n\nLong Description: Always Gain Advisory Service provides real, high-accuracy stock tips with transparency on past performance, no fake commitments, and fast message delivery. They have strong fundamentals knowledge and use a well-tested SMS system to distribute calls immediately, allowing traders to enter stocks with adequate time."
com.insomniac.mothership,Your mobile portal to all things Insomniac!," Insomniac Events Companion\n\nSummary: Stay up-to-date on Insomniac events, create personal schedules, and stream Insomniac Radio with this all-in-one app."
com.snapmediaapp.android,"Earn money recording video. Record video, we sell it for you, you get paid!"," Sell your videos, earn money - SnapMediaApp simplifies stock video marketplace"
com.barringtontv.android.wluc,"Breaking news, weather alerts, sports and deals from around Michigan's UP"," Stay informed with local news & weather on-the-go\n\nLong Description: The TV6 & FOX UP News app delivers breaking news, severe weather alerts, and community updates, ensuring you're always in the know. This ad-supported app is your go-to source for local news and weather."""
com.devalto.formalto,LogAlto allows offline data collection to facilitate field surveys.," LogAlto mobile app enables offline data collection for LogAlto web app clients, syncing forms when connection is available."
airbus.trainingapp,This app provides trainees and instructors with information on trainings.," Stay updated with Airbus training schedules and practical info using the Training by Airbus app."""
com.escape.puzzle.prison.bank.steal.money.fun,Try to escape from the prison by finding all hidden words!,
com.smarteragent.android.research,"Search, save, and share the most accurate & up-to-date real estate information."," Find your dream home in paradise!\n\nSummary: Aloha Living provides up-to-date real estate information for Kauai and Hawaii Island, with GPS search, property details, and the ability to contact listing agents directly."
com.kids.paint.free.app,Do you like to draw and paint? Then this program is for you.," Create and share art on the go\n\nSummary: This app offers painting, drawing, and coloring tools, allowing users to create artwork with their fingers and share it instantly with friends."
com.qnap.qmanager,Monitor and manage your QNAP NAS with your Android mobile device.,
com.cashxpress.cashpay,Your best online money transfer solution,
com.littlelives.littlecheckin,Download this cool new app that makes coming to school fun for students!, LittleLives Check-in app simplifies student attendance tracking with photo-taking and automatic time-stamping. Ideal for preschool educators.
com.xiaoqiang.nicks,Personalized net name generation artifact, Generate cool net names with ease!
com.mbanking.aprb.aprb,Arunachal Pradesh Rural Bank is introducing the New Mobile Banking Application.," Perform secure banking transactions, including fund transfers and account management."
com.rickhouse.craps_calculator,Simple tool to calculate and practice craps payouts.," Practice craps with ease using Craps Calculator, a must-have tool for players and professionals."
jp.wifishare.townwifi,WiFi auto-connect and authenticate App! Connect to over 2M WiFi automatically," Connect to 2M Public WiFi w/o login\n\nSummary: TownWiFi allows users to connect to over 2 million public WiFi networks in the US, Japan, Korea, Taiwan, Hong Kong, and Macau automatically, without needing to register or login for each network. This includes WiFi from public spaces, transportation, food establishments, banks, retail stores, and telecom providers. Simply add the WiFi you want to use and TownWiFi will connect you when you arrive, eliminating the need to manually"
org.hostedgames.spacingout,Explore the planet of nightmares with your small team of warriors.,"\nEmbark on a perilous quest to retrieve a powerful artifact in a planet of nightmares, shaping your journey through your choices in this 50,000 word interactive fantasy novel."""
com.NRFGames.MagicMussel,Helps you finding answers to easy yes/no questions!," Get yes/no answers from the Magic Mussel app! Record voices, change answer frequency, and access premium features with internet."
oregon.myodfw,Official ODFW app for Oregon’s hunters and anglers!," Oregon hunters and anglers' official app!\n\nLong Description: Carry all licenses/tags, tag your fish or animal, and report harvest with the MyODFW app. Not compatible with Android 4.4 or earlier."""
co.tapcart.app.id_0imr5yYWtj,The Seamless Secondhand Marketplace.," Shop & recirculate pre-loved fashion; quality checked, shipped by Thrift+.\n\nLong Description: Thrift+ is a pre-loved fashion marketplace that aims to end fashion waste by making secondhand shopping seamless. With over 400,000 clothes from top high street and designer brands, all quality checked and shipped by Thrift+, shoppers can enjoy a hassle-free shopping experience. Additionally, users can recirculate their pre-owned clothes, earning Thrift+ Points while Thrift+ takes care of the listing, packing, and shipping."
com.wallpapers_hd_2019.Eminem_Wallpapers,Eminem Wallpapers HD 2020 For fan. Best Images Collection., Unofficial Eminem wallpapers in HD!
com.fcmtravel.android,"Wherever you are, the FCM travel platform will help make your trip easy"," Manage FCM Travel trips with instant itineraries, real-time alerts, & easy consultant communication. Stay informed & safe."
com.chbreeze.jikbang4a,Zigbang allows you to check out locations of the room of your choice on the map.," Discover your dream Korean rental with Zigbang, the top-ranked real estate app offering customizable searches & reliable info."
luca.squidgamefakecall,This is a fake call app for Squid Game.," Simulated incoming call app for fun.\n\nLong Description: This app simulates an incoming call, allowing you to click a call button for a quick prank or distraction. Note that it does not have a real incoming call feature. The app is made by a Squid Game fan and is unofficial, with all content subject to removal upon request."
com.taskeasy.mobile,TaskEasy App for contractors to manage services work directly from their phone.," Simplify your lawn care business with TaskEasy for Contractors, connecting you with property owners and managing your crew, routes, and schedules."
com.broadcloudpbx.connect,UC-One Connect for Mobile Users," UC-One Connect\n\nSummary: UC-One Connect is a business messaging app that allows users to chat and make calls with their business identity. It features corporate directory search, call history, and My Room integration."
air.com.hutchinsontransmission.polyvdesign,The Hutchinson Poly V Design ® app is a belt drive design tool for Poly V® belts," Quickly design Hutchinson Poly V® belts for electrical engines\n\nSummary: This free app, available in 7 languages, allows field engineers and technical professionals to easily design Hutchinson Poly V® belts for electrical engines. Developed by Hutchinson, the inventor of the Poly V® design, the app is globally recognized for its accurate calculation and recommendation for belt drive power transmission."
com.doubleugames.take5,Every slot in Take5 is unlocked to play for all!,"\nExperience social casino gaming; play free slots, win jackpots, and interact with friends in Take5 Slots."
com.apsemaappforandroid,Allows owners to track solar array performance in real time through their mobile," Track solar array performance in real time\n\nSummary: The Energy Monitoring and Analysis App by APsystems allows microinverter system owners to monitor system output, calculate energy savings, and view environmental savings through a user-friendly graphical interface."
com.zoneyet.gagahi,Enjoy international communication and make friends around the world," Connect with people worldwide through real-time translation & cultural exchange in Gaga Hi.\n\nLong Description: Gaga Hi is a global, multi-language social app that allows users to enjoy internationalized communication and share their lives with friends worldwide. Features include real-time translation, smart friend recommendations, and a square to appreciate diverse cultures. Use it to share your daily life, meet friends from different countries, communicate across language barriers, and stay up-to-date with global trends."
com.google.android.apps.subscriptions.red,"Cloud storage, automatic phone backup, and more."," Automatically back up photos, contacts, and messages with Google One. Manage your Google cloud storage.\n\nLong Description: The Google One app lets you automatically back up your phone and manage your Google cloud storage. Automatically back up important things like photos, contacts, and messages using your 15 GB of storage that comes with every Google Account. If you break, lose, or upgrade your phone, you can restore everything to your new Android device. Manage your existing Google Account storage across Google Drive, Gmail, and Google Photos. Upgrade to a Google One membership to get more storage for your"
com.mfy.global,Join friends in Clash Guys for thrilling battles & multiplayer fun!,"\nHit the ball, defeat opponents, and customize your character in the thrilling multiplayer game, Clash Guys!"
com.appstarhubs.luckywincash,"Here You Scratch and Spin And Collect Unlimited Coins, Coins Conver Into Money ."," Earn money by scratching and spinning\n\nSummary: Lucky Winner - Earn Money is an app where users can earn coins by spinning a wheel, scratching coupons, checking in daily, and viewing websites. Coins can be redeemed for money or PUBG UC. The app uses OneSignal, Firebase, Facebook ads, and AdMob, and collects user data including name, email, and phone number. Users can contact the app's support email for any issues."""
com.pak_money_cloud.inc,Make easily money online. Complete Task & Make Money/Rewards," Earn money by completing tasks on the Rich Rupees Pakistan Earn app.\n\nSummary: The Rich Rupees Pakistan Earn app allows users to earn money and rewards by completing various tasks, such as spinning for rewards, visiting websites, completing daily tasks"
com.fnoex.fan.providencefriars,Providence Friars Gameday: the official mobile app for Friar Athletics.,"\nStay connected to Providence Athletics with live game audio, scores, stats, notifications, and more in the Friars Gameday app."
co.tapcart.app.VMWtwhI4Hm,Audio burn-in tool + shopping," Tune your headphones to optimal sound with JLab Audio's free Burn-in Tool app. Shop award-winning earbuds, headphones, and speakers, access how-to guides, and enjoy exclusive deals."""
com.minmaxia.impossible,This is an idle RPG where you see how deep into the dungeon you can go.," Conquer the Impossible Dungeon in this ad-free idle RPG, featuring tournament system, skill upgrades, quests, and character classes.\n\nExplanation:\nThe app is an idle RPG game where players build a party, unlock skills, buy upgrades, and level up to conquer the Impossible Dungeon. The game does not have any pop-up or banner ads, and the only ads are reward videos that players can choose to watch for bonus rewards. The game also features a tournament system, discord integration, quests, and different character classes, providing a fun"
io.appery.project131337,Explore local LGBTQ+ trending info and watch OutAt.TV.," Discover LGBTQ+ events, podcasts, videos, and more with the free OutAt app. Connect with the community and stay informed.\n\nLong Description: The OutAt app by Hillcrest Social is a free platform that brings the LGBTQ+ community to your fingertips. With features like Community & Nightlife Calendars, Audio, On the Rocks Videos, Who Invited Her Podcast?, Bear World Magazine, Community Notifications, and Photo Feed, radio, and OutAt TV live, this app offers a comprehensive experience for users to engage with the LGBTQ+ community"
com.etips.bologna.travel.guide,Trip planner. 100% Free. Top Tours. Best rated activities.," Discover Bologna with a free, personalized trip planner, including top attractions & public transit maps."
com.toga.chat,Quality chat app for your friends and family for free!," Socialize securely with Yippi - share moments, connect with new friends, and send unlimited messages."
com.hudl.hudroid,The Hudl app helps coaches and athletes win using video.," Study game video and create highlights with Hudl.\n\nNote: The short description is a truncated version of the summary, and it is intended to be engaging and attract users to download the app."
embware.phoneblocker,Smart caller ID makes it quick and easy to identify and block unwanted calls," Call Blocker\nSummary: Call Blocker identifies callers and blocks unwanted calls with a massive database of over one billion numbers. Real-time Caller ID, instant blocking, and customizable settings make it easy to protect your phone from spam calls."
com.modbee.android,Get the latest local and breaking news from The Modesto Bee.," Get local news, breaking alerts, and share stories with The Modesto Bee app."
com.gmbmerchant,VGoLocal merchant application is a stop solution for enabling digital presence," Discover local businesses with VGoLocal\n\nSummary: The VGoLocal merchant application is a one-stop solution for businesses to establish a digital presence, expand their customer base, and promote local neighborhoods, enhancing their reach to customers."
com.store.Wiregcc,"Wiregcc can buy electronic products, home and car accessories from all stores"," Shop electronics, home, and car accessories\n\nSummary: Wire Project is an online marketplace that brings together products from various stores in Kuwait, allowing users to purchase electronics, home, and car accessories with ease."
com.innovappstation.dancehallmusicradio,Looking for the best Dancehall radios? this is your app download for free!," Dancehall Radio\nSummary: Dancehall Radio is a free app that lets you listen to dancehall reggae music radio stations, featuring artists like Shatta Wale, Vybz Kartel, Sean Paul, and more. Enjoy the latest dancehall music and news with this easy-to-use app, but note that some stations may be offline."
com.bmeters.hydrolinkmobile,App for water and heat metering devices remote reading, Read wireless data from B METERS water & heat meters with RFM-RBT receiver.
com.cklee.contactsgenerator,"Easy contacts utility helping generating and deleting contacts, and pulling DB."," Easy Contacts Utility\n\nSummary: This app is an easy-to-use utility for Android developers that allows generating, deleting, and pulling contact databases. Generate random contacts on specific accounts, delete all contacts on selected accounts, and pull contact database contents to external storage."
com.merits.memberapp,"Organize, access, and prove your credentials and achievements with Merit!"," Merit stores and manages your authenticated, scannable, shareable achievements in one place."
com.bubbleshooter.bubblesantaholiday,Shoot and pop santa christmas bubblе to рор сhrіѕtmаѕ bubble and gеt high ѕсоrеѕ," Santa Christmas Bubble Shooter: Pop bubbles, clear screens, and reach new levels in this festive holiday game.\n\nLong Description: Santa Christmas Bubble Shooter is a classic bubble shooter game with a holiday twist. Shoot and pop Christmas bubbles to earn high scores and become the bubble shooter champion. Aim and match bubbles of the same color in groups of three or more to burst them. Clear all the bubbles on the screen to reach a new level and get gift boxes from Santa every time you finish a level game. Enjoy beautiful special effects and high-quality Santa"
com.huq.customer,huqeats app allows customers to place orders from a range of local restaurants," Order food from top Male & Hulhumale restaurants with Huq Eats - a user-friendly, customizable food delivery app.\n\nLong Description: Huq Eats is a cutting-edge food delivery platform connecting customers with a variety of local restaurants in Male and Hulhumale. The app allows users to browse full menus, place orders, and track deliveries with ease. With its highly sophisticated and customizable design, Huq Eats offers a superior user experience, making it an effective and efficient solution in the global food delivery market. Download Huq Eats now on Android and iOS"
app.one.vtope,The best way to view Your channel.," Get More Views\n\nSummary: This app helps novice bloggers increase their video and channel views, making it easier to gauge interest and grow their audience. Share your videos with others to get more views on your channel."
air.zrGTBxW1fAUg6WclT7YP,This application provides many features of the EnterpriseOne client., Convenient EnterpriseOne features for mobile sellers
com.robinvanrodeman.truck,Over 15 different truck sounds.," TruckSounds\n\nSummary: TruckSounds is an app that offers over 15 different truck sounds. Users can press a button to listen to the sounds, longclick to save them as notification or ringtone sounds, and loop sounds with the loop button. The app welcomes suggestions and questions."
com.number.run3d,"Can you run faster to win in Number merge? Tactics and skillful, not easy"," Run, merge & win!\n\nSummary: In this addictive number merge game, start from a small number and merge with others to reach 10,000. Enjoy colorful 3D graphics, dynamic tracks, and relaxing music as you avoid obstacles and strategize your way to victory."
us.receive.sms.online.verification,Receive SMS Online Verification to our temporary phone numbers, Receive SMS online free with disposable numbers from various countries. Ideal for SMS verification.
au.gov.qld.brisbane.app,"Explore Brisbane; find local businesses and events, create guides and more."," Discover Brisbane with local guides & events\n\nSummary: The Brisbane app is a comprehensive guide to the city and suburbs, featuring local businesses, hidden gems, and personalized content based on user interests. Users can create guides, connect with businesses, and explore events, while business owners can create listings to reach more residents and visitors."
com.ruckygames.dotbtl,Dots Eater is a game that collects the dots gathered., Dots Eater: Collect & Win\n\nSummary: Dots Eater is a game where you collect dots on a square board to win points. Change tools for efficient dot collection and increase speed level as you progress. Collect specified colors to increase the color level and encounter various colors.
com.aviva.sqs.pocket,Pocket SQS is Singlife's online Service Quotation System (SQS),"\nQuickly generate and share Singlife life insurance quotes with Pocket SQS - anytime, anywhere."""
tz.co.wadau.ebook,Read epub and ebooks fast on the go using this ebook reader," Read books on the go with iReader\n\nSummary: iReader is a simple and beautiful book reader that scans all your local stored books, ebooks, and epubs, listing them with book covers for easy access. It offers multiple themes, font size adjustment, full-screen reading mode, and a dark theme to protect your eyes and save battery power."
com.meetappevent.volvo_group_eventss,The one and only app for events and meetings in Volvo Group.," Volvo Group's all-in-one event app\n\nLong Description: This app offers a comprehensive event experience, including agenda, speakers, practical info, polling, Q&A, push notifications, program, info, dialogue, social media, participant list, image gallery, and notes."""
az.anipay.usermbanking,AniPay - centralized mobile application for Instant Payments System," Make quick, secure payments with AniPay, the Central Bank of Azerbaijan's Instant Payments System app."""
pl.onet.mail,Onet Poczta is a mail application to handle all e-mails and accounts on Onet.pl.," Manage multiple Onet email accounts with push notifications, integrated inbox, & large attachment sending."
com.innovatise.sweatunion,The SWEAT! Gym App allows members to stay uptodate on all things SWEAT!," SWEAT! Gym App: Slick class bookings, Mywellness integration, & club news."
net.blackenvelope.write.hieroglyphs,Write your name in hieroglyphs! - Hieroglyphic transliteration from English," Write your name in ancient Egyptian hieroglyphs with this transliteration app. Note: translates sounds, not meaning."
com.bssys.mbcphone.ksb,"KS BANK Business is application for legal entities and IE JSC-IB ""KS BANK"" PJSC", Manage your business finances with KS BANK Business mobile app.
studio.afif.LatestTagalogMovies,New Tagalog Movies App.," Watch the latest Tagalog movies\n\nSummary: Tagalog Movies is an app that offers the latest movies in Tagalog, including new and dubbed Filipino movies from 2019 and 2020. Please note that all videos and content are taken from the internet, and any objections can be directed to the app's developers for removal."""
com.blackbullsport.blackbullapp,We share your sport tips with our expert teams.," Football Predictions Daily\n\nSummary: This app provides daily football predictions, updated by an expert team. Enjoy the thrill of sports betting without any financial risk."
com.soldadito.producciones.sexroulette2,Let the application decide what to do and for how long and have fun," Have fun with your partner with this app!\n\nSummary: This app lets you enter your names and sex, then suggests activities and duration for you and your partner to enjoy."
com.eastcoders.motosound,Rotate the device like a throttle and simulate a real moto engine sound.," Motorcycle Throttle Simulator\n\nSummary: This app simulates a motorcycle throttle, allowing you to accelerate or release by rotating your device or using your finger. It also provides engine sounds and the option to add your own photo to the dashboard. Additionally, it displays the device's temperature."""
com.gck.rummy,This app will manage the rummy game score,"\nManage game scores with this easy-to-use scorekeeper app. Add players, edit scores, and share the scoreboard with friends."
com.appsfromdawoodz.adventcalendar,"Play games, send Christmas cards and open doors with candies!"," Celebrate Christmas with 6 Advent calendars, 4 games, and 25 Christmas cards & candies. Share your joy with friends & family!\n\nLong Description:\nThis Advent Calendar for 2020 offers 6 different calendars to count down the days till Christmas. Enjoy 4 games with 25 levels each, collect 25 Christmas cards, and gather 25 candies. Share your Christmas cards and candies with your loved ones, spreading the holiday cheer. Wishing you a Merry Christmas!"
com.imsa.app,The official IMSA Racing mobile application.," Watch live IMSA races with timing & scoring\n\nLong Description: The official IMSA app offers live video, IMSA Radio, timing & scoring, and more during every IMSA WeatherTech SportsCar Championship and IMSA Michelin Pilot Challenge race weekend."
com.skindeep.mobile,EWG gives you the information to make smarter choices.," Easily scan & review product ratings for healthier choices.\n\nSummary: The EWG Healthy Living App combines the Skin Deep and Food Scores databases to provide users with an easy-to-understand 1-10 score for over 120,000 food and cosmetics products. By scanning a barcode, searching by name, or browsing by category, users can make safer and healthier choices in their daily lives."
ch.schweizmobil,SwitzerlandMobility is the perfect app for anybody out and about in Switzerland.," Explore Switzerland with 60,000 km of hiking trails!\n\nSummary: The SwitzerlandMobility app offers free maps and 32,000 km of non-motorized routes, with additional features like GPS tracking and offline maps available with a subscription. Perfect for hiking, biking, or winter activities in Switzerland."
internet.speed.settings,The fastest way to check internet download speed and network info," Check Internet Speed\n\nSummary: This lite app quickly checks your internet status, download speed, IP address, and ISP information. It also provides access to internet settings and includes a reload button for easy retesting."
com.keep_track_in.android,An app used for HOS compliance and part the Keep Trackin ELD ecosystem.," Track HOS, location, and engine data to comply with regulations. Transfer eRODS data during inspections."
com.bzzaarmarket.cafemarkket,Are you a cafe bazar fan and want to learn all about the app!," Discover the best of Cafe Bazaar with this helpful guide!\n\nSummary: This Persian app guide for Cafe Bazaar offers a wide range of software and games, making it easy to find and learn about the latest releases in Iran's popular Android marketplace. With a simple interface and comprehensive search functionality, users can quickly browse categories, view descriptions, and share their favorites."""
com.siendemy.cowboyduel,Cowboy gunfight of the old west.," Engage in thrilling gun duels and gunfights as a cowboy in the wild west, with various modes and weapons to choose from."
